,Ctrl-1,Ctrl-2,SHED-1,SHED-2
Apoe,0.185533053639684,0.177172082376344,0.1831761366103,0.169762742216933
Hdlbp,0.176778098884355,0.165735025867043,0.186647633601079,0.171381306886189
Hebp1,0.180935840142766,0.163770193153644,0.200444845242863,0.162398281049013
Oxct1,0.137635376710841,0.153182494835732,0.160587828491843,0.157466756872126
Ahsg,0.153861899530605,0.145637469041941,0.170015729819351,0.279471772011135
Acadm,0.168416168902597,0.174696700158248,0.190699308982664,0.156475967638915
Snd1,0.169545007816652,0.168221957672375,0.176977648742776,0.174752082357782
Agxt2,0.173392803640533,0.166566658620423,0.181008280396691,0.15765170694875
Pcx,0.171630578996124,0.163242190691751,0.185396481836176,0.169006401867106
Fbp1,0.169749777223748,0.175343993090589,0.233899903427272,0.152452064207455
Hspd1,0.169798930163441,0.159987978181583,0.184303762526852,0.163149660825603
Ak3,0.165815359016558,0.171031841842648,0.181998601154339,0.161662077986992
Slc25a12,0.183906810587022,0.164921211288059,0.154553983814236,0.162557735814378
Ganab,0.175919605829252,0.159244607937125,0.161264777392336,0.184962585896853
Ndufa10,0.186726239484683,0.184423074235943,0.19702090132518,0.163417376838742
Park7,0.167096216259021,0.170593111856849,0.19708693898141,0.156914012206461
Glo1,0.166542531561646,0.16817731619802,0.185166266877191,0.150115743409856
Gbe1,0.166880003142768,0.176503583468945,0.184028139051618,0.172127188516699
Fus,0.189611324661255,0.13256216875637,0.16293313607059,0.161356745836711
Mtpn,0.143146875547982,0.173680818189492,0.203055772271199,0.150513582518294
Lypla1,0.179614945546359,0.16646347417598,0.184595042788393,0.15807147250376
Rab5c,0.148934617768245,0.15279301855849,0.143540058740687,0.173482654549896
Hsd17b4,0.18631785896574,0.159889348074951,0.191114409392138,0.171758002694533
Psmb1,0.168832950069465,0.182943278195151,0.189614447063352,0.161826972348763
Ndufa13,0.145008475016778,0.181456440571242,0.116282312963921,0.208439701058511
Dpyd,0.167727233955516,0.178534128152726,0.205938332745542,0.168314131464137
Acsm1,0.162800352371895,0.158942044558601,0.182982156572485,0.168786224582754
Mccc1,0.173479505956916,0.167107802434005,0.184396321019923,0.178716535858686
Pdia6,0.181408635206039,0.174076483890286,0.166105350976848,0.176297987725755
Acad8,0.182160239307294,0.18844685517107,0.188936350149106,0.161822959425757
Tln1,0.17199238963094,0.185262476370842,0.177639239647904,0.179396322126641
Ugp2,0.173649830489218,0.16470074924472,0.192575008077057,0.151056066027812
Aass,0.173963597244128,0.164255894479263,0.176755581172665,0.162762908954684
Sardh,0.199647459261752,0.157167742315618,0.201253991196255,0.160006164058182
Ncl,0.180920814546523,0.181580041509989,0.186598149044417,0.183832603946664
Prdx5,0.189610838926156,0.17039428450269,0.185870419667032,0.182424494391307
Ddb1,0.168145330882717,0.170634281791815,0.188524829708034,0.159299336350125
Car3,0.168776257688273,0.164736464760882,0.205474813775146,0.146575477863757
Galm,0.163767307170475,0.180317646426745,0.17199923809201,0.162453520983275
Rpn2,0.195379309562664,0.172666177093261,0.224840098608175,0.16955583497014
Cyc1,0.164143184764663,0.173979790870079,0.143071981721132,0.191949474836607
Hnrnpa1,0.169158481458692,0.182879792726224,0.174396624230097,0.174820815299837
Fam136a,0.171209368581822,0.16223487855209,0.161217753276428,0.166009902910917
Pbld2,0.171651671263806,0.174937868377879,0.200874333315373,0.157186437661321
Rps5,0.169034611529958,0.169701660298475,0.170224469406822,0.184694901523046
Aco1,0.166658348349223,0.16419205577662,0.189068568942944,0.163881062911089
Fasn,0.175974313437925,0.183921755949584,0.173159519472684,0.180703054989269
Actr2,0.183647349956076,0.142035846874021,0.164259197004554,0.157982667194657
Cth,0.165484264539568,0.171800022366606,0.177426288638153,0.157064897422328
Idi1,0.181763868848077,0.175833934210079,0.167078127813197,0.20211790651667
Psmb6,0.178160291417715,0.18189946574807,0.181192810948572,0.187696943569073
Amt,0.169655680563557,0.163049808209288,0.170807583155917,0.167406994471895
Aspdh,0.172692090539388,0.156858472982769,0.185076501758311,0.169019467524783
Atp5h,0.168779333266139,0.170799209419347,0.149576594426153,0.171514035903663
Lap3,0.172012945085599,0.164130833642194,0.191694230151201,0.153317695582869
Gk,0.179180045300358,0.168393268952665,0.189747551239616,0.162493185575186
Idh1,0.172168276369288,0.176148150801762,0.191283425109579,0.167419364584527
Hp,0.221542399821312,0.200458486049938,0.171449875989043,0.223660873671352
Hpd,0.174517778507132,0.162368940694667,0.205591630458927,0.155559482863235
Slc25a11,0.177509566103481,0.150452580993392,0.145739742561173,0.173847357207268
Gpt2,0.163757296023077,0.204431138810355,0.184856948444491,0.168494598273505
Akr7a5,0.175918659693402,0.175226773599243,0.183534750639388,0.161041483094692
Hsp90ab1,0.170667393102329,0.16265508120148,0.197324599208759,0.167288371692788
Dnpep,0.193462453512912,0.173593103859837,0.183437075670633,0.180463829813529
Gm4952,0.163668403834808,0.165825142889142,0.195463279551452,0.15952629005027
Cox5b,0.177509135314075,0.171110635329222,0.193258758097913,0.160888369400691
Aldh9a1,0.172216260767523,0.164270129845994,0.183470154807102,0.157058119622895
Letm1,0.168243008016258,0.168915007358224,0.125599440857676,0.207525240440979
Sptan1,0.16387813791606,0.169045072638458,0.16673358294373,0.173860931717293
Mtarc1,0.166790778510719,0.168661621926148,0.157569979489434,0.180094843973711
Lgals1,0.171375985286028,0.183835582793679,0.180704964711912,0.164586798405753
Akr1c13,0.16898145400541,0.169335709462228,0.183801672127819,0.158219856388834
Ctnna1,0.155499112413265,0.170343041167522,0.156647109542543,0.181969546031861
Cct8,0.17796263822893,0.172585299303269,0.225988662104401,0.169924222547892
Cct3,0.190155076119667,0.166860502305102,0.195645055496025,0.155711402699255
Glyctk,0.176235412013359,0.191096420826446,0.174592630495305,0.163618144552151
Acaa2,0.18076758415525,0.158630763531981,0.180797416991551,0.159996550982683
Rap1b,0.16035361570062,0.169004146099827,0.163180723296468,0.20510896971239
Ndufb8,0.16546766570184,0.169785629012026,0.136759946069218,0.193443927499887
Cycs,0.16494738180672,0.176951532976038,0.127205512347778,0.196464476989018
Usp5,0.187770464305191,0.180118584295725,0.170465680759451,0.1808703758296
Cct5,0.161094368277041,0.162406219714279,0.178659692315196,0.160329455340673
Acsm5,0.1636381574971,0.167482436890541,0.180179118662684,0.158760675917353
Mthfd1,0.182184618859667,0.173577550133692,0.189320764569953,0.161272016037467
Cyp4a14,0.161740977780411,0.176402566869187,0.137450867470041,0.182279576768019
Ndufs2,0.169608772249507,0.171097114252441,0.187207565708577,0.169546838548132
Rpl4,0.170689540144347,0.162803357455816,0.159643922408404,0.170892727639403
Pgk1,0.1756705802787,0.184222392323823,0.192540245558112,0.16606309694509
Fabp1,0.167143438254435,0.158248556388708,0.160748175858094,0.153676068762732
Stoml2,0.171861673793499,0.184434593761767,0.170158910964666,0.16259926181676
Gpt,0.169422652538985,0.166028077949526,0.166220262332374,0.177766384175123
Rps15,0.168614348974286,0.162491721624354,0.163420544937231,0.173954858177066
Bhmt,0.168007415664574,0.178276522612378,0.265848848456146,0.136022569071432
Psmb4,0.176504950587279,0.167554096325029,0.18405889839577,0.1685390402395
Kmo,0.175761376074188,0.168293759751425,0.128309196865361,0.206737285521775
Ttc38,0.180138695034571,0.184772753649208,0.187768308278482,0.178066668386506
Endog,0.17002691365616,0.186799823221488,0.169555091353616,0.175049826847925
Urod,0.172584909424147,0.168886966005327,0.170535638626068,0.16491664905087
Cald1,0.169245016315217,0.200887826660769,0.205402394996252,0.182404828375277
Gnmt,0.188835260839197,0.177845169532678,0.19026694040313,0.155196872456282
Cndp2,0.163226346360594,0.168764492639718,0.179200915236177,0.171314899290842
Agxt,0.176950612750683,0.161385054048502,0.185711472624079,0.150511054488027
Capzb,0.170940637508978,0.167832233601712,0.186228628485304,0.157283694043502
D3Z0K8,0.16697395674661,0.165866484883562,0.175171181675627,0.154786637551483
Pklr,0.171306006902438,0.182830823767001,0.190065493988835,0.162153203334402
Raly,0.140844463222038,0.164882584576223,0.200272047524176,0.13160035904387
Rpl30,0.166845777566688,0.169632740533218,0.181929186244249,0.175483791185421
Akr1a1,0.170180060885297,0.177769312455896,0.186410247711448,0.161273112949795
Ptges3,0.175330203165293,0.175251575639838,0.178299962603199,0.163681853013653
Gpi1,0.16442172536862,0.167398904640959,0.170870345070873,0.175105856615651
Cps1,0.172255063322664,0.153940759066855,0.207530770432845,0.155412034457837
Stard10,0.157796906438901,0.171841602858004,0.191426044225128,0.16152455718476
Gsta3,,,,
Acsl1,0.170511343351773,0.164278727402969,0.158735873236562,0.169833837445922
Aars,0.174898623148883,0.171960237575326,0.16627327928109,0.19693566849885
Sdhb,0.175954300523826,0.169295305080327,0.184142303628559,0.159926406797265
Sult1d1,0.176802514390311,0.160508788584495,0.167468767057463,0.176072146358404
Cct4,0.178358205712841,0.172198721580002,0.183961404560063,0.157944349220688
Arf1,0.125371341715822,0.176351625169822,0.137765377161515,0.190823742348099
F6YVP7,0.170738358791709,0.165088295643166,0.144776441771683,0.194968709301561
Cbr1,0.177549422471656,0.174585215932986,0.164540593510413,0.167405971836896
Cbs,0.168390143733507,0.170368106569503,0.17814650477315,0.180649701897349
Pdia4,0.173350809505856,0.166195108831096,0.18522124864951,0.171916369683737
Glrx,0.179727633034124,0.177308091632315,0.173260832266019,0.170298566497582
Cyp2a5,0.158184097271757,0.154434145808819,0.124708334982064,0.266992829079705
Hnrnpl,0.187238588024106,0.176264270999662,0.174849615921162,0.164429319501092
Kpnb1,0.199145212224846,0.205179515469703,0.194461674099543,0.17721706866265
Parp14,0.14505114203608,0.178268762767226,0.184430778723572,0.148662329048308
Prdx6,0.172758965263222,0.164076358639593,0.189588168690895,0.161908296102696
Mtch2,0.166784444083383,0.157609338170428,0.144185908698348,0.176833513247582
Shpk,0.179691389035896,0.174398976578935,0.172251920028739,0.172624593249626
Dlst,0.166520547028048,0.182505075109008,0.178564542630681,0.168698907676994
Arpc3,0.14860087557771,0.165941111231636,0.139440377044668,0.188217848425538
Cfl2,0.17838359228927,0.153363288639031,0.166141345804174,0.170059427425821
Ube2n,0.185757892669649,0.169034407936921,0.180268727802473,0.170496410750567
Rpl37a,0.171454328941937,0.166433515171622,0.153513445113408,0.161984611825219
Prodh,0.169110086337264,0.170151547506046,0.150357727626055,0.192405782016745
Anxa4,0.168466427224714,0.16536799894455,0.185046638927241,0.17165367976005
Aldh1b1,0.176040488071816,0.1697086697601,0.188128030027299,0.152911748754668
Fga,0.170281767623445,0.18280937325365,0.136756007602391,0.236277098203737
Pdhx,0.170757902984947,0.163060147301726,0.166239198981281,0.170576890781279
Rps21,0.172631214085283,0.164370457104503,0.181437374317352,0.172590586498489
Dhdh,0.1826047242672,0.162729418857322,0.188219233075994,0.158243961000528
Gsto1,0.178691473341915,0.175032772700226,0.183833254366427,0.181066853700313
Tst,0.169460143824272,0.163048074405018,0.181410439127738,0.156347692837197
Akr1c6,0.161278893261894,0.170594857345757,0.196295143935071,0.152752115489068
Pde1b,0.164718764572765,0.175268858754181,0.106939442776575,0.204203926289106
Pgam1,0.174603402484624,0.161370837846891,0.190432952008423,0.158655849094113
Ehd1,0.159393238277181,0.164378202220916,0.179134101131933,0.150841353266182
Rps3,0.162437482724411,0.178625071784967,0.168177049932657,0.174943865162475
Naca,0.185879192286847,0.167980545074914,0.187173681416502,0.160643852204261
Lasp1,0.176844227153168,0.193307855231828,0.174299994117587,0.191071408324455
Ces2e,0.188363965301322,0.159243768732569,0.180521447752051,0.171639732470407
Ndufa2,0.178892601276516,0.17285056946335,0.18206314530543,0.162788542463948
Decr2,0.180044030049654,0.168667418655023,0.190979888896673,0.175893229992895
Xdh,0.170729013036955,0.17057088444554,0.173952020866752,0.17265227678985
Mccc2,0.169844762521111,0.165738461317753,0.174637168851519,0.166642763549199
Aldob,0.165807339374719,0.17839602198111,0.190304170258487,0.147116539248082
Ethe1,0.164009075116968,0.17369309842498,0.178277956982912,0.15857950045432
H4c6,0.185305828568522,0.15498078814438,0.130160453092411,0.188772564715608
Slc25a5,0.163525239752675,0.163678475021215,0.143439432492482,0.191847195207062
Ugt1a1,0.165660357736137,0.159198737583,0.135904571779287,0.201493415677094
Sds,0.167874643388757,0.168891121736707,0.170569256257883,0.159493225639727
Mettl7b,0.179492165814049,0.160171176295712,0.147725323689433,0.196520561940045
Coro1c,0.133385155019676,0.167636614691742,0.167893350753636,0.166272049202283
Ctnnb1,0.144772652232852,0.168839888580073,0.172782544461757,0.172667799720875
Ces3a,0.172539419775442,0.180903095012015,0.19516627155539,0.163150051790292
Vars,0.180932012993083,0.149801032618118,0.168991367629881,0.162549551614926
Cct6a,0.179724848790947,0.158777033627237,0.183624499478603,0.172677851488789
Gapdh,0.167300111816659,0.175345858817677,0.182417656553279,0.163591354059195
Rpl5,0.177972115149833,0.172551518526073,0.166641406053532,0.171251053102041
Ahsa1,0.168699408412615,0.154144988717307,0.161861195345786,0.178060508403573
Ndufs3,0.177914929723768,0.171204819732044,0.174272768770874,0.168631959174669
Galk1,0.166860988944284,0.192723899554903,0.184585078066515,0.176755490669529
Oat,0.165408394590345,0.194234525082563,0.180620130404136,0.166382322434172
Cct2,0.174245771674715,0.174924713474662,0.179549168499132,0.165696969477216
Eef2,0.186533769114274,0.168191832625687,0.176452661995876,0.176316847043421
Csnk2a1,0.166843869699058,0.158534775587607,0.157739177136965,0.174759161636197
Naxe,0.151862530184143,0.16724011934037,0.186703368285375,0.149837935147341
Skp1,0.161800749201196,0.178931089573403,0.190346235199635,0.151119696700143
Lonp1,0.163605544783944,0.179011841508694,0.17810329714765,0.187269470310043
Cpt2,0.175664697055449,0.170206489049384,0.175443733518282,0.167796405506586
Lrpprc,0.179467691853088,0.170916105604158,0.194533696504044,0.197097419553569
Ywhaz,0.18013804779798,0.179073207501072,0.183538098905332,0.175903557414775
Nedd8,0.172651804320338,0.163189554495569,0.175392424587171,0.162804963482438
Emc8,0.193336783530404,0.175302214784463,0.19327667261298,0.166791242030328
Rab18,0.161753353005017,0.164688752714369,0.143099661009251,0.182089293637144
Adk,0.177831722369479,0.170974035581616,0.198297214893954,0.159713235686414
Abcd3,0.168037824889191,0.170480141399018,0.137371811832593,0.237897304936116
Dap,0.177544269526903,0.174903321277729,0.20352102589475,0.175206713379861
Rab1b,0.182558714411655,0.171097284564803,0.167307565430325,0.206052975137269
